카테고리,바코드,제조사,상품명,제품 재질 1,제품 재질 2,제품 재질 3
우유,8801115135241,서울우유협동조합,서울우유 검은콩우유 블랙라벨 900ml,종이류,,
우유,8801155743482,동원에프앤비,(B)Deal.1A 우유 2.3L,플라스틱,,
우유,8801121772904,매일유업,매일 후레쉬 무지방우유0% 900ML,종이류,플라스틱,
우유,8801121112809,매일유업,매일_허쉬쵸코드링크_235ML*4,종이류,,
우유,8801069401768,남양유업,남양 맛있는우유 초코 180ml*3,종이류,,
우유,8801069401751,남양유업,남양 맛있는우유 딸기 180ml*3,종이류,,
우유,8801155743727,동원에프앤비,동원소와나무_아임딸기_500ML,종이류,,
우유,8801121109632,매일유업,상하목장 유기농저지방우유,플라스틱,,
우유,8801121020982,매일유업,매일 후레쉬 저지방1%우유 기획 900ML*2,종이류,플라스틱,
우유,8801753107204,연세대학교연세우유,연세_고소한1급A우유_1L,플라스틱,,
우유,8801104221467,빙그레,빙그레 딸기맛우유 240ml,플라스틱,,
우유,8801121033395,매일유업,상하목장_저온살균무항생제저지방우유_900ML,종이류,플라스틱,
우유,5900512984759,매일유업,_믈레코비타멸균우유_1L,종이류,플라스틱,
우유,8801115115571,서울우유협동조합,서울우유 그린라벨 우유 기획 1000ml 2입,플라스틱,,
우유,8801069185194,남양유업,남양유업 초코에몽 250ml,종이류,,
우유,8801526132044,부산경남우유협동조합,부산흰우유 1000ml(점특화),종이류,,
우유,8801121032916,매일유업,매일_상하목장유기농멸균바나나_125ML*4,종이류,,
우유,8801128306249,hy,(주)hy 호우섬 홍콩 밀크티 350ml,플라스틱,,
우유,8801104940887,빙그레,빙그레 메로나맛우유 240ml*4,플라스틱,,
우유,8801069403724,남양유업,남양유업 GT 고소한 락토프리 우유 900ML,종이류,,
우유,8801115135104,서울우유협동조합,서울_딸기우유_200ml*3,종이류,,
우유,8801121023921,매일유업,매일유업 상하목장 후레쉬팩 유기농 저지방우유 900ml,종이류,플라스틱,
커피,8801056094591,롯데칠성음료,롯데칠성 칸타타 콘트라베이스 블랙 500ml,플라스틱,,
커피,8801056096052,롯데칠성음료,롯데칠성 칸타타 콘트라베이스 라떼 500ml,플라스틱,,
커피,8809388465058,이디야,이디야 트리플 바닐라라떼 500ML,플라스틱,,
커피,8801037087543,동서식품,동서 맥심 TOP마스타라떼 275ml,캔류,,
커피,8801155722647,동원에프앤비,동원)덴마크오리진바닐라라떼300ML,플라스틱,,
커피,8801037086942,동서식품,서울_스타벅스라떼_200ML,플라스틱,,
커피,8809388463917,이디야,이디야_카페라떼_300ML,플라스틱,,
커피,8801121106792,매일유업,매일_바리스타에스프레소라떼_250ML,플라스틱,,
커피,8801056018948,롯데칠성음료,칸타타 프리미엄라떼 275ML,캔류,,
커피,8801155742164,동원에프앤비,동원)덴마크오리진모카라떼300ML,플라스틱,,
커피,8801121761823,매일유업,매일_바리스타로슈거에스프레소_250ML,플라스틱,,
커피,8801037087550,동서식품,동서 맥심 TOP아메리카노 275ml,캔류,,
커피,8809388465034,이디야,이디야 트리플 아메리카노 500ML,플라스틱,,
커피,8801056178666,롯데칠성음료,롯데칠성_칸타타콘트라베이스디카페인블랙_500ML,플라스틱,,
커피,8801056018900,롯데칠성음료,칸타타 아메리카노 275ML,캔류,,
커피,8801037087741,동서식품,동서 맥심 TOP 더블랙 275ml,캔류,,
커피,8801094502669,한국코카콜라,조지아 크래프트 아메리카노 470ML,플라스틱,,
커피,8809388464464,이디야,이디야 바닐라 라떼 300ML,플라스틱,,
커피,8801115381518,서울우유협동조합,서울우유_스타벅스라떼_270ML,플라스틱,,
커피,8801056290061,롯데칠성음료,칠성)레쓰비마일드175ML*6,캔류,,
커피,8801056234027,롯데칠성음료,롯데칠성 칸타타 콘트라베이스 블랙 앤 샷 500ML,플라스틱,,
커피,8801094512668,한국코카콜라,조지아 크래프트 카페라떼 470ML,플라스틱,,
커피,8801121107942,매일유업,매일_바리스타모카프레소_250ML,플라스틱,,
커피,8809388464471,이디야,이디야 쇼콜라모카 300ML,플라스틱,,
커피,8801155722487,동원에프앤비,덴마크_오리진돌체라떼_250ML,플라스틱,,
커피,8809388463924,이디야,이디야_토피넛시그니처라떼_300ML,플라스틱,,
커피,8801056290016,롯데칠성음료,레쓰비마일드175ml,캔류,,
커피,8809388464761,이디야,이디야커피 믹스 커피 1L,플라스틱,,
커피,8801121775363,매일유업,P)매일_커피속에모카치노_300ML*3,종이류,,
커피,8801037096392,동서식품,동서 스타벅스 셀렉트 바닐라 라떼 300ML,플라스틱,,
커피,8801056051921,롯데칠성음료,칸타타 카라멜마키아토 275ml,캔류,,
커피,8809388463931,이디야,이디야_돌체콜드브루_300ML,플라스틱,,
커피,8809350888984,서울에프엔비,투썸)에이리스트카페라떼250ML,플라스틱,,
커피,8801121113141,매일유업,매일_까페라떼(랜덤기획)_220ML*4,플라스틱,,
커피,8801104666152,빙그레,빙그레)오늘의커피카페라떼250ML,플라스틱,,
커피,8801121771402,매일유업,매일_바리스타바닐라빈라떼_325ML,플라스틱,,
커피,8801104666176,빙그레,빙그레_오늘의커피바닐라라떼_250ml,플라스틱,,
커피,8801056174149,롯데칠성음료,롯데칠성_레쓰비그란데헤이즐넛_500ML,플라스틱,,
커피,8801037096378,동서식품,동서 스타벅스 셀렉트 카페 라떼 300ML,플라스틱,,
커피,8801121103319,매일유업,매일_카페라떼마일드_220ML,플라스틱,,
커피,8801037006193,동서식품,동서 맥심 TOP 미디엄로스트 돌체 라떼 275ML,캔류,,
커피,8801121103937,매일유업,매일유업 마이카페라떼 220ML*2입,플라스틱,,
커피,8801121027523,매일유업,매일_바리스타디카페인라떼_325ML,플라스틱,,
커피,8809350888977,서울에프엔비,투썸)에이리스트스페니쉬연유라떼250ML,플라스틱,,
커피,8809388465355,이디야,이디야커피 믹스 커피 헤이즐넛 1L,플라스틱,,
커피,8801121022153,매일유업,매일 커피속에 모카치노 300ml*2입,종이류,,
커피,8801155735494,동원에프앤비,덴마크_오리진카페라떼_250ML,플라스틱,,
커피,8801037064346,동서식품,맥심 TOP 마스터 라떼 380ML,캔류,,
커피,8801121772669,매일유업,매일_카페라떼 마일드로어슈거_220ml,플라스틱,,
커피,8801037003536,동서식품,동서 스타벅스 더블샷 바닐라 275ml,캔류,,
커피,8801056097899,롯데칠성음료,롯데칠성 레쓰비 그란데라떼 500ml,플라스틱,,
커피,8801121040416,매일유업,매일유업 바리스타 돌체라떼 325ML,플라스틱,,
커피,8801115381440,서울우유협동조합,서울_커피빈아이스커피_1L,플라스틱,,
커피,8801094512613,한국코카콜라,코카콜라_조지아크래프트저칼로리라떼_470ML,플라스틱,,
커피,8801037086195,동서식품,동서 스타벅스 프라푸치노 모카향 281ml,유리병,철,
커피,8801056032159,롯데칠성음료,칸타타 더치블랙 275ml,캔류,,
커피,8801037035568,동서식품,동서 스타벅스더블샷에스프레소 200ml*4입,캔류,,
커피,8801121768167,매일유업,매일_바리스타플라넬드립라떼_325ML,플라스틱,,
커피,8801056050269,롯데칠성음료,레쓰비 카페타임 라떼,캔류,,
커피,8801037086188,동서식품,동서 스타벅스 프라푸치노오리지날 281ml,유리병,철,
커피,8801121103562,매일유업,매일_카페라떼카라멜마끼야또_220ml,플라스틱,,
커피,8809388465041,이디야,이디야 트리플 스위트 아메리카노 500ML,플라스틱,,
커피,8801094567705,한국코카콜라,코카콜라_조지아스위트아메리카노_900ML,플라스틱,,
커피,8801115139836,서울우유협동조합,서울_강릉커피라떼_250ML,플라스틱,,
커피,8801121042328,매일유업,매일 어메이징오트 커피 330ML,종이류,플라스틱,
커피,8801121020012,매일유업,매일유업 마이카페라떼(로어슈거) 220ML*2입,플라스틱,,
커피,8801094432614,한국코카콜라,코카콜라_조지아크래프트디카페인블랙_470ML,플라스틱,,
커피,8801037057843,동서식품,동서 맥심 TOP 스위트 아메리카노 380ml,캔류,,
커피,8801037055726,동서식품,동서 스타벅스 에스프레소크림 275ml,캔류,,
커피,8801037093766,동서식품,맥스웰하우스 마스터 라떼 500ml,플라스틱,,
커피,8801037067897,동서식품,동서 스타벅스 파이크플레이스로스트 275ml,캔류,,
커피,8801155722630,동원에프앤비,동원)덴마크오리진아메리카노300ML,플라스틱,,
커피,8801121755679,매일유업,매일_바리스타카라멜딥프레소_250ML_..,플라스틱,,
커피,8801115137917,서울우유협동조합,서울_초코크림라떼_250ML*4,종이류,,
커피,8801037057867,동서식품,동서 맥심 TOP 더블랙 380ml,캔류,,
커피,8801115382065,서울우유협동조합,서울우유 스타벅스 오트에스프레소 300ML,플라스틱,,
커피,8801094582708,한국코카콜라,코카콜라_헤이즐넛향아메리카노_900ML,플라스틱,,
커피,8801094547103,한국코카콜라,코카콜라 조지아 아이스블랙 270ml,캔류,,
커피,8801069410791,남양유업,남양 프렌치카페 로스터리 킬링샷 아메리카노 500ml,플라스틱,,
커피,8801115137900,서울우유협동조합,서울_솔티드크림라떼_250ML*4,종이류,,
커피,8801094577100,한국코카콜라,코카콜라 고티카 빈티지 라떼 270ml,캔류,,
커피,8801104669658,빙그레,빙그레_아카페라아메리카노_1L,플라스틱,,
커피,8801104667043,빙그레,빙그레_스페셜티에티오피아_460ML,플라스틱,,
커피,8801037001716,동서식품,동서 맥심 TOP 스모키 라떼 275ML,캔류,,
커피,8801037093742,동서식품,맥스웰하우스 마스터 블랙 500ml,플라스틱,,
커피,8801056041878,롯데칠성음료,롯데칠성_레쓰비모카라떼_175ML,캔류,,
커피,8801094503031,한국코카콜라,코카콜라 코카 조지아오리지날커피 240ml×6입,캔류,,
커피,8801069417684,남양유업,남양_프렌치카페에스프레소라떼_200ML*4,종이류,,
커피,8801037092240,동서식품,동서식품_맥심TOP심플리스무스라떼_240ML,플라스틱,,
커피,8801056228071,롯데칠성음료,P)롯데_레쓰비그란데바닐라블랙_500ML,플라스틱,,
커피,8801121771396,매일유업,매일_바리스타쇼콜라모카_325ML,플라스틱,,
커피,8801094503703,한국코카콜라,코카콜라_조지아오리지널_900ML,플라스틱,,
커피,8801056102036,롯데칠성음료,롯데칠성 칸타타 콘트라베이스 스위트블랙 500ml,플라스틱,,
커피,8801121107935,매일유업,매일_바리스타스모키로스팅라떼_250ML,플라스틱,,
커피,8801056097240,롯데칠성음료,H)롯데칠성_레쓰비_175ML*30,캔류,,
커피,8801115381020,서울우유협동조합,H)서울우유_스타벅스카페라떼200ML*6,플라스틱,,
커피,8801056083571,롯데칠성음료,칸타타 아이스 헤이즐넛 230ml,비닐류,,
커피,8809505141568,엠즈씨드,폴바셋 돌체라떼 330ML,종이류,플라스틱,
커피,8801121031834,매일유업,매일유업 바리스타룰스 그란데 아메리카노 475ML,플라스틱,,
커피,8801037071894,동서식품,동서 맥심 TOP 마스터라떼 기획 380ml*6입,캔류,,
고추장,8801007053042,씨제이제일제당,해찬들 새콤달콤초고추장 1050g,플라스틱,,
고추장,8801052732138,대상,청정원순창 초고추장 1kg,플라스틱,,
고추장,8801007143491,씨제이제일제당,해찬들 새콤달콤초고추장 300g,플라스틱,,
고추장,8801052435015,대상,청정원순창 100%현미 태양초찰고추장 500g,플라스틱,,
고추장,8801007128016,씨제이제일제당,해찬들 100%국산고추장 1kg,플라스틱,,
고추장,8801052435022,대상,청정원순창 100%현미 태양초찰고추장 1kg,플라스틱,,
고추장,8801052435602,대상,청정원순창 초고추장 500g,플라스틱,,
고추장,8801007166599,씨제이제일제당,해찬들 우리쌀로만든 태양초 고추장 골드 1kg,플라스틱,,
고추장,8801052811802,대상,청정원순창 쇠고기볶음고추장 60g*3,플라스틱,,
고추장,8801052435596,대상,청정원순창 초고추장 300g,플라스틱,,
고추장,8801007166698,씨제이제일제당,해찬들 우리쌀로만든 태양초 고추장 골드 2kg,플라스틱,,
고추장,8801007166452,씨제이제일제당,해찬들 우리쌀로만든 태양초 고추장 골드 500g,플라스틱,,
고추장,8801007859743,씨제이제일제당,해찬들 우리쌀로만든 태양초 고추장 골드 1.8kg (1.5kg+300g),플라스틱,,
고추장,8801052750958,대상,청정원순창 100%현미 태양초찰고추장 1.8kg (1400g+400g),플라스틱,,
고추장,8801052971131,대상,청정원순창 100%현미 태양초찰고추장 2kg,플라스틱,,
고추장,8801005171571,샘표식품,샘표식품 조선 고초장 1KG,플라스틱,,
고추장,8801007166421,씨제이제일제당,해찬들 우리쌀로만든 태양초 고추장 골드 200g,플라스틱,,
고추장,8801075014716,사조대림,해표 순창궁 태양초 고추장 골드 170g,플라스틱,,
고추장,8801052801773,대상,청정원순창 100%현미 태양초찰고추장 200g,플라스틱,,
고추장,8801007143507,씨제이제일제당,해찬들 새콤달콤초고추장 500g,플라스틱,,
고추장,8801052742588,대상,청정원순창 100% 국산고추장 1kg,플라스틱,,
고추장,8801392083594,씨제이제일제당,해찬들 찹쌀 태양초고추장 1.85KG (1.5KG+350G),플라스틱,,
고추장,8801007303871,씨제이제일제당,해찬들 수라상에올리던 약고추장 500g,플라스틱,,
고추장,8801005171564,샘표식품,샘표식품 조선 고초장 500G,플라스틱,,
고추장,8801075009996,사조대림,해표 순창궁 우리햅쌀고추장 500g,플라스틱,,
고추장,8801052802022,대상,청정원순창 100%현미 태양초매운고추장 500g,플라스틱,,
고추장,8801007325514,씨제이제일제당,해찬들 수라상에올리던 약고추장 120g,비닐류,플라스틱,
고추장,8801052021669,대상,청정원순창 맛있는 발효숙성 태양초 고추장 500g,플라스틱,,
고추장,8801052435336,대상,청정원순창 초고추장 170g,플라스틱,,
고추장,8801392035548,씨제이제일제당,해찬들 찹쌀 태양초고추장 1.8KG,플라스틱,,
고추장,8801392008320,씨제이제일제당,해찬들 볶음요리 고추장양념 500G,플라스틱,,
고추장,8801007052984,씨제이제일제당,해찬들 새콤달콤초고추장 170g,플라스틱,,
고추장,8801007076225,씨제이제일제당,해찬들 쇠고기볶음고추장 60g*3,플라스틱,,
고추장,8809501160587,대력,잘식비 해운대 양념초장 350G,플라스틱,,
고추장,8801052452173,대상,청정원순창 덜매운고추장 500g,플라스틱,,
고추장,8801052993676,대상,청정원순창 100%현미 태양초찰고추장 2kg (1700g+300g),플라스틱,,
고추장,8801007052397,씨제이제일제당,해찬들 태양초 고추장 골드 500g,플라스틱,,
고추장,8801075010008,사조대림,해표 순창궁 우리햅쌀고추장 1kg,플라스틱,,
고추장,8801007166490,씨제이제일제당,해찬들 우리쌀로만든 매운태양초 고추장 500g,플라스틱,,
고추장,8801007274713,씨제이제일제당,해찬들 태양초 고추장 골드 1500g+300g,플라스틱,,
고추장,8801007504575,씨제이제일제당,해찬들 우리쌀로만든 태양초 고추장 골드 2.4kg,플라스틱,,
고추장,8801052802046,대상,청정원순창 100%현미 태양초매운고추장 1kg,플라스틱,,
고추장,8809307394810,주비푸드,양념듬뿍 초고추장 285G,플라스틱,,
고추장,8801075014815,사조대림,해표 순창궁 태양초 고추장 골드 1kg*2,플라스틱,,
고추장,8801007166575,씨제이제일제당,해찬들 우리쌀로만든 매운태양초 고추장 1kg,플라스틱,,
고추장,8801007052588,씨제이제일제당,해찬들 태양초 고추장 골드 2kg,플라스틱,,
고추장,8801392034985,씨제이제일제당,해찬들 찹쌀 태양초고추장 500G,플라스틱,,
고추장,8801075014693,사조대림,해표 순창궁 태양초100%우리햅쌀 고추장 1.8kg,플라스틱,,
고추장,8801052068015,대상,청정원순창 찰골드고추장 1.8kg (1.5kg+300g),플라스틱,,
고추장,8801075010015,사조대림,해표 순창궁 우리햅쌀고추장 2kg,플라스틱,,
고추장,8801558600368,움트리,움트리 와사비초고추장 500g,플라스틱,,
고추장,8801007303819,씨제이제일제당,해찬들 수라상에올리던 약고추장 200g,플라스틱,,
고추장,8801007052496,씨제이제일제당,해찬들 태양초 고추장 골드 1kg,플라스틱,,
고추장,8801052435046,대상,청정원순창 100%현미 태양초찰고추장 500g,비닐류,,
고추장,8801052003641,대상,청정원순창 100%현미 태양초매운고추장 1800g (1400g+400g),플라스틱,,
고추장,8801075013290,사조대림,해표 순창궁 초고추장 1kg,플라스틱,,
고추장,8801075010954,사조대림,해표 순창궁 태양초 고추장 6.5kg,플라스틱,,
고추장,8801558600306,움트리,움트리 양념초고추장 1kg*2,플라스틱,,
고추장,8801007788333,씨제이제일제당,해찬들 맛있게매운 태양초 고추장 골드 1.5kg,플라스틱,,
고추장,8801075011227,사조대림,해표 순창궁 햅쌀초고추장 170g,플라스틱,,
고추장,8801005171656,샘표식품,샘표식품 조선 고초장 2KG,플라스틱,,
고추장,8801007537405,씨제이제일제당,해찬들 태양초 고추장 골드 1.5kg+450g,플라스틱,,
고추장,8801052992600,대상,청정원순창 100%현미 태양초찰고추장 1.5kg*2,플라스틱,,
고추장,8801114156957,풀무원식품,고기듬뿍 소고기 볶음고추장 370G,플라스틱,,
고추장,8801052014630,대상,청정원순창 햇살담은 태양초 고추장 2kg,플라스틱,,
고추장,8801389013207,진미식품,진미 청매실 태양초 찰고추장 4.5kg,플라스틱,,
고추장,8801007878539,씨제이제일제당,해찬들 우리쌀로만든 매운태양초 고추장 골드 1.8kg (1.5kg+300g),플라스틱,,
고추장,8801392038600,씨제이제일제당,해찬들 찹쌀 태양초고추장 1.8KG (1.4KG+400G),플라스틱,,
고추장,8801052030050,대상,청정원순창 100%우리쌀 태양초 고추장 2.5kg,플라스틱,,
고추장,8801007297644,씨제이제일제당,해찬들 맛있게매운 태양초 알찬고추장 골드 4.5kg,플라스틱,,
고추장,8801052025209,대상,청정원순창 새콤만능장 비빔무침 310g,플라스틱,,
고추장,8801052021683,대상,청정원순창 맛있는 발효숙성 태양초 고추장 1.9kg (1500g+400g),플라스틱,,
고추장,8801007166742,씨제이제일제당,해찬들 우리쌀로만든 태양초 고추장 골드 500g,비닐류,,
고추장,8801052742571,대상,청정원순창 100% 국산고추장 500g,플라스틱,,
고추장,8801052043135,대상,청정원순창 쇠고기볶음고추장 직화맛 60g*3,플라스틱,,
고추장,8801052014159,대상,청정원순창 100%현미 태양초찰고추장 1.6kg+400g,플라스틱,,
고추장,8805310130902,순창문옥례식품,순창문옥례 전통고추장 900g,플라스틱,,
고추장,8801007303529,씨제이제일제당,해찬들 맛있게매운 태양초 고추장 골드 2kg,플라스틱,,
고추장,8801075011548,사조대림,해표 순창궁 태양초 고추장 골드 500g,플라스틱,,
고추장,8801558801079,움트리,움트리 양념초장 1kg,플라스틱,,
고추장,8809009802422,삼화식품,삼화 척척척 만능고추장 1KG,플라스틱,,
고추장,8801075010961,사조대림,해표 순창궁 태양초 고추장 3kg,플라스틱,,
고추장,8801052023281,대상,청정원순창 100%태양초 제주보리고추장 500g,플라스틱,,
고추장,8801558208403,움트리,움트리 쇠고기볶음고추장 450g*2,플라스틱,,
고추장,8801007052335,씨제이제일제당,해찬들 알찬고추장 14kg,플라스틱,,
고추장,8801007859781,씨제이제일제당,해찬들 맛있게매운 태양초 고추장 골드 2.4kg,플라스틱,,
고추장,8801007053073,씨제이제일제당,해찬들 새콤달콤초고추장 2.3kg,플라스틱,,
고추장,8801392073601,씨제이제일제당,해찬들 나트륨을 줄인 우리찹쌀 태양초 고추장 500G,플라스틱,,
고추장,8801052092508,대상,청정원순창 100%현미 태양초매운고추장 900G*2,플라스틱,,
고추장,8801558600221,움트리,움트리 실장님 회추장 1kg,플라스틱,,
고추장,8809011038208,고려전통식품,기순도 전통고추장 320g,유리병,철,
고추장,8801052017884,대상,청정원순창 100%현미 태양초찰고추장 2.8kg,플라스틱,,
고추장,8801390195022,씨제이제일제당,해찬들 태양초 고추장 골드 500g,플라스틱,,
고추장,8801052739090,대상,청정원순창 쇠고기비빔고추장 300g,플라스틱,,
고추장,8801161500208,신송식품,신송 100%국산보리 태양초 고추장 500g,플라스틱,,
고추장,8801005171731,샘표식품,샘표식품 조선 매운고추장 500G,플라스틱,,
고추장,8801558600238,움트리,움트리 실장님 회초장 2kg,플라스틱,,
고추장,8801075011760,사조대림,해표 순창궁 매운햅쌀고추장 500g,플라스틱,,
고추장,8801007067711,씨제이제일제당,해찬들 알찬고추장 6.5kg,플라스틱,,
고추장,8801052993768,대상,청정원순창 태양초진고추장 5kg,플라스틱,,
